Date,Time,CO,NMHC,Nox,NO2,T,RH,AH
20040912,2200,-200,-200,-200,-200,23.8,63.5,1.8495
20040912,2300,-200,-200,-200,-200,23.0,64.8,1.8020
20040913,0000,-200,-200,-200,-200,23.0,63.3,1.7589
20040913,0100,-200,-200,-200,-200,22.8,63.3,1.7355
20040913,0200,-200,-200,-200,-200,21.0,68.6,1.6873
20040913,0300,-200,-200,-200,-200,20.4,70.7,1.6734
20040913,0400,-200,-200,-200,-200,19.4,73.4,1.6417
20040913,0500,-200,-200,-200,-200,19.5,72.0,1.6118
20040913,0600,-200,-200,-200,-200,19.7,70.3,1.5925
20040913,0700,-200,-200,-200,-200,20.4,66.7,1.5770
20040913,0800,-200,-200,-200,-200,21.8,61.8,1.5966
20040913,0900,-200,-200,-200,-200,23.0,60.2,1.6652
20040913,1000,3.1,-200,475,138,25.4,53.0,1.6963
20040913,1100,2.9,-200,395,138,30.0,41.6,1.7324
20040913,1200,3,-200,353,138,32.6,34.8,1.6872
20040913,1300,3,-200,397,137,32.2,34.2,1.6145
20040913,1400,2.2,-200,274,120,32.1,33.5,1.5690
20040913,1500,2,-200,505,208,32.6,31.8,1.5361
20040913,1600,2.3,-200,275,128,35.2,25.2,1.4111
20040913,1700,3.1,-200,360,145,34.3,24.7,1.3154
20040913,1800,-200,-200,-200,-200,31.5,29.9,1.3638
20040913,1900,6.2,-200,597,168,29.0,36.6,1.4452
20040913,2000,4.7,-200,728,177,27.1,42.2,1.4949
20040913,2100,3,-200,891,172,26.1,46.4,1.5445
20040913,2200,2.1,-200,346,112,25.1,49.4,1.5480
20040913,2300,1,-200,98,39,26.0,46.4,1.5375
20040914,0000,0.8,-200,144,68,24.7,49.2,1.5116
20040914,0100,0.7,-200,110,51,24.8,49.0,1.5092
20040914,0200,-200,-200,-200,-200,23.5,52.6,1.5035
20040914,0300,-200,-200,-200,-200,20.8,62.1,1.5044
20040914,0400,-200,-200,-200,-200,19.9,65.5,1.5078
20040914,0500,-200,-200,-200,-200,20.6,62.9,1.5088
20040914,0600,-200,-200,-200,-200,21.3,59.4,1.4918
20040914,0700,-200,-200,-200,-200,22.0,58.3,1.5199
20040914,0800,-200,-200,-200,-200,23.2,55.4,1.5559
20040914,0900,-200,-200,-200,-200,26.5,50.2,1.7130
20040914,1000,-200,-200,-200,-200,29.0,45.5,1.7976
20040914,1100,-200,-200,-200,-200,30.1,42.0,1.7602
20040914,1200,-200,-200,-200,-200,32.3,35.9,1.7067
20040914,1300,-200,-200,-200,-200,33.2,33.8,1.6900
20040914,1400,-200,-200,-200,-200,34.0,33.6,1.7591
20040914,1500,-200,-200,-200,-200,29.9,45.6,1.8942
20040914,1600,-200,-200,-200,-200,27.7,53.7,1.9670
20040914,1700,-200,-200,-200,-200,28.0,52.7,1.9604
20040914,1800,-200,-200,-200,-200,28.6,48.2,1.8616
20040914,1900,-200,-200,-200,-200,24.8,61.6,1.9067
20040914,2000,-200,-200,-200,-200,20.3,77.2,1.8204
20040914,2100,-200,-200,-200,-200,19.7,82.5,1.8674
20040914,2200,-200,-200,-200,-200,20.6,78.8,1.8885
20040914,2300,-200,-200,-200,-200,19.2,87.2,1.9195
20040915,0000,-200,-200,-200,-200,20.5,81.5,1.9360
20040915,0100,-200,-200,-200,-200,21.4,74.0,1.8683
20040915,0200,-200,-200,-200,-200,20.5,78.2,1.8678
20040915,0300,-200,-200,-200,-200,20.7,77.8,1.8764
20040915,0400,-200,-200,-200,-200,20.5,78.0,1.8636
20040915,0500,-200,-200,-200,-200,20.6,76.2,1.8272
20040915,0600,-200,-200,-200,-200,20.1,77.4,1.8020
20040915,0700,-200,-200,-200,-200,20.9,73.3,1.7870
20040915,0800,-200,-200,-200,-200,21.2,72.3,1.8007
20040915,0900,-200,-200,-200,-200,22.5,68.9,1.8511
20040915,1000,-200,-200,-200,-200,23.7,64.5,1.8682
20040915,1100,-200,-200,-200,-200,23.2,68.4,1.9243
20040915,1200,-200,-200,-200,-200,23.5,69.2,1.9776
20040915,1300,-200,-200,-200,-200,24.1,65.5,1.9371
20040915,1400,-200,-200,-200,-200,24.2,65.6,1.9501
20040915,1500,-200,-200,-200,-200,24.6,63.9,1.9459
20040915,1600,-200,-200,-200,-200,26.3,56.5,1.9018
20040915,1700,3.3,-200,341,112,26.9,53.1,1.8557
20040915,1800,6.1,-200,622,170,26.5,50.8,1.7334
20040915,1900,6.7,-200,615,173,25.1,55.8,1.7511
20040915,2000,4.4,-200,443,135,23.9,58.9,1.7276
20040915,2100,1.9,-200,219,93,23.1,62.8,1.7562
20040915,2200,1.8,-200,203,74,22.1,67.3,1.7671
20040915,2300,1.5,-200,165,69,22.1,66.5,1.7441
20040916,0000,1.6,-200,339,109,21.1,70.1,1.7366
20040916,0100,0.8,-200,103,55,21.9,67.1,1.7394
20040916,0200,0.5,-200,74,49,21.7,67.4,1.7262
20040916,0300,0.7,-200,-200,-200,20.2,73.8,1.7229
20040916,0400,0.6,-200,72,42,19.1,76.0,1.6668
20040916,0500,0.9,-200,180,50,19.4,75.4,1.6802
20040916,0600,1.4,-200,239,53,19.7,74.4,1.6829
20040916,0700,4.2,-200,664,86,19.9,74.3,1.7083
20040916,0800,4.1,-200,525,81,20.4,72.8,1.7198
20040916,0900,3.6,-200,543,96,21.6,67.7,1.7254
20040916,1000,2.5,-200,390,96,22.9,59.1,1.6330
20040916,1100,1.3,-200,217,79,18.7,73.1,1.5608
20040916,1200,1.7,-200,248,95,21.1,58.3,1.4444
20040916,1300,2.1,-200,333,127,23.3,47.1,1.3281
20040916,1400,1.7,-200,279,102,22.9,47.9,1.3208
20040916,1500,1.9,-200,339,107,23.3,46.2,1.3010
20040916,1600,2.3,-200,315,110,23.7,45.4,1.3150
20040916,1700,3.3,-200,365,124,23.8,46.1,1.3373
20040916,1800,3.5,-200,338,113,23.0,49.3,1.3689
20040916,1900,3.6,-200,318,104,21.9,53.1,1.3787
20040916,2000,2.9,-200,302,117,21.3,54.8,1.3742
20040916,2100,2,-200,214,94,21.2,55.2,1.3699
20040916,2200,1.9,-200,-200,-200,21.4,54.8,1.3813
20040916,2300,1.5,-200,-200,-200,20.8,57.2,1.3925
20040917,0000,1.1,-200,363,109,21.3,55.8,1.3974
20040917,0100,0.8,-200,178,72,21.4,52.1,1.3125
20040917,0200,0.5,-200,55,40,20.6,56.6,1.3583
20040917,0300,0.4,-200,-200,-200,20.0,59.1,1.3694
20040917,0400,0.3,-200,32,23,19.7,61.9,1.4017
20040917,0500,0.3,-200,35,24,19.6,59.1,1.3346
20040917,0600,0.5,-200,84,41,19.8,56.7,1.2941
20040917,0700,2.4,-200,456,99,20.2,55.6,1.3043
20040917,0800,2.2,-200,342,91,19.7,57.8,1.3112
20040917,0900,1.4,-200,239,81,20.2,53.1,1.2442
20040917,1000,1.6,-200,337,95,22.0,47.0,1.2259
20040917,1100,1.6,-200,351,113,23.5,41.6,1.1884
20040917,1200,1.6,-200,209,89,22.8,41.8,1.1417
20040917,1300,2.1,-200,257,88,23.4,40.4,1.1500
20040917,1400,1.1,-200,169,81,23.2,42.8,1.2017
20040917,1500,1.6,-200,216,82,23.6,43.2,1.2433
20040917,1600,2.4,-200,303,115,23.9,40.8,1.1937
20040917,1700,2.9,-200,320,112,23.6,42.8,1.2300
20040917,1800,2.7,-200,310,116,23.2,43.3,1.2161
20040917,1900,3.1,-200,341,129,22.8,42.5,1.1608
20040917,2000,2.2,-200,272,110,22.3,42.2,1.1209
20040917,2100,1.5,-200,229,105,22.1,43.0,1.1271
20040917,2200,1.2,-200,168,90,22.2,42.7,1.1237
20040917,2300,1.3,-200,173,94,22.1,42.8,1.1265
20040918,0000,1.4,-200,186,96,22.1,43.5,1.1443
20040918,0100,0.9,-200,112,70,21.5,45.6,1.1528
20040918,0200,0.7,-200,79,57,21.1,44.5,1.0980
20040918,0300,0.6,-200,-200,-200,20.4,47.1,1.1178
20040918,0400,-200,-200,62,45,20.6,45.9,1.0993
20040918,0500,0.5,-200,58,42,20.2,46.7,1.0899
20040918,0600,0.8,-200,122,71,20.1,47.8,1.1144
20040918,0700,1.2,-200,173,82,20.0,50.7,1.1724
20040918,0800,1.1,-200,176,81,20.7,49.7,1.1970
20040918,0900,1.6,-200,233,89,24.3,39.5,1.1842
20040918,1000,1.4,-200,210,83,25.4,34.8,1.1119
20040918,1100,1.2,-200,178,82,26.6,30.7,1.0501
20040918,1200,1.4,-200,189,78,27.7,28.1,1.0272
20040918,1300,1.6,-200,210,79,27.6,28.7,1.0406
20040918,1400,1.1,-200,162,78,27.6,29.2,1.0594
20040918,1500,1.1,-200,137,73,28.1,28.6,1.0715
20040918,1600,1.3,-200,165,73,29.1,26.8,1.0648
20040918,1700,1.5,-200,204,100,28.4,28.3,1.0798
20040918,1800,2,-200,266,122,26.6,32.1,1.1020
20040918,1900,2.4,-200,299,132,25.3,35.3,1.1262
20040918,2000,2,-200,234,116,24.7,37.1,1.1397
20040918,2100,1.5,-200,181,109,23.5,40.6,1.1588
20040918,2200,1.7,-200,210,109,22.8,43.4,1.1915
20040918,2300,2.5,-200,304,116,22.2,47.9,1.2626
20040919,0000,2.2,-200,255,104,21.3,50.5,1.2652
20040919,0100,1.4,-200,149,81,20.6,53.2,1.2742
20040919,0200,1.2,-200,112,64,19.6,56.6,1.2797
20040919,0300,1.2,-200,-200,-200,18.8,59.8,1.2847
20040919,0400,0.9,-200,90,54,18.8,59.5,1.2758
20040919,0500,0.5,-200,46,35,19.3,57.0,1.2603
20040919,0600,0.6,-200,76,44,18.2,60.8,1.2567
20040919,0700,1,-200,139,62,16.8,66.8,1.2721
20040919,0800,1.3,-200,179,68,18.6,60.0,1.2757
20040919,0900,1.7,-200,224,85,22.2,48.0,1.2678
20040919,1000,2.2,-200,272,110,26.5,35.7,1.2149
20040919,1100,2.1,-200,251,115,30.0,28.5,1.1883
20040919,1200,2.2,-200,250,129,32.2,24.7,1.1696
20040919,1300,2,-200,178,106,29.6,28.6,1.1628
20040919,1400,2,-200,137,87,29.8,28.5,1.1809
20040919,1500,1.2,-200,119,70,31.1,26.1,1.1630
20040919,1600,1.8,-200,193,106,34.6,22.4,1.2120
20040919,1700,4.3,-200,329,151,33.2,25.4,1.2722
20040919,1800,3.8,-200,413,179,30.0,31.4,1.3074
20040919,1900,4.4,-200,489,188,27.5,38.1,1.3756
20040919,2000,3.8,-200,470,187,26.2,42.5,1.4230
20040919,2100,1.9,-200,228,121,24.7,46.4,1.4206
20040919,2200,1.7,-200,169,99,23.6,50.0,1.4383
20040919,2300,1.8,-200,189,100,22.7,53.6,1.4632
20040920,0000,1.1,-200,100,79,22.7,53.8,1.4666
20040920,0100,0.8,-200,71,57,22.8,53.0,1.4577
20040920,0200,0.7,-200,52,43,21.4,57.6,1.4469
20040920,0300,0.6,-200,-200,-200,19.9,62.3,1.4363
20040920,0400,0.5,-200,57,50,19.5,63.5,1.4269
20040920,0500,0.5,-200,69,47,20.2,60.8,1.4243
20040920,0600,0.9,-200,126,60,19.4,63.5,1.4139
20040920,0700,3.5,-200,376,91,18.7,65.6,1.4039
20040920,0800,-200,-200,-200,-200,20.1,60.6,1.4062
20040920,0900,5.7,-200,737,159,23.5,49.7,1.4156
20040920,1000,3.5,-200,481,173,26.4,41.9,1.4237
20040920,1100,3.7,-200,425,174,29.9,34.0,1.4096
20040920,1200,3.1,-200,330,165,31.5,30.8,1.4017
20040920,1300,3,-200,303,136,30.2,30.2,1.2744
20040920,1400,2.6,-200,283,125,30.5,29.3,1.2612
20040920,1500,2.4,-200,264,122,31.8,27.4,1.2673
20040920,1600,2.6,-200,280,124,34.3,23.2,1.2326
20040920,1700,5,-200,505,184,34.1,23.0,1.2081
20040920,1800,5.6,-200,566,200,30.5,29.2,1.2585
20040920,1900,6.5,-200,681,225,28.1,32.4,1.2173
20040920,2000,4.1,-200,448,168,26.5,31.7,1.0787
20040920,2100,2.1,-200,231,118,24.8,33.7,1.0377
20040920,2200,2,-200,230,115,23.9,38.1,1.1123
20040920,2300,1.4,-200,146,94,23.0,43.0,1.1897
20040921,0000,0.8,-200,77,62,23.5,44.7,1.2755
20040921,0100,0.8,-200,82,68,22.3,47.7,1.2643
20040921,0200,0.6,-200,55,50,22.1,49.8,1.3094
20040921,0300,0.5,-200,-200,-200,21.8,51.4,1.3272
20040921,0400,0.4,-200,42,36,20.8,55.9,1.3581
20040921,0500,0.6,-200,102,53,18.8,63.0,1.3582
20040921,0600,1.4,-200,231,79,18.3,65.5,1.3686
20040921,0700,5.6,-200,699,133,18.2,66.1,1.3679
20040921,0800,7.3,-200,738,148,19.6,60.7,1.3713
20040921,0900,5.3,-200,665,161,22.6,51.4,1.3920
20040921,1000,4.4,-200,598,191,25.8,44.2,1.4512
20040921,1100,3.1,-200,340,158,28.5,39.0,1.4928
20040921,1200,3.3,-200,374,157,30.1,35.1,1.4782
20040921,1300,3.8,-200,401,188,29.4,36.4,1.4718
20040921,1400,2.3,-200,275,143,29.2,37.9,1.5116
20040921,1500,2.6,-200,278,152,30.5,34.9,1.5015
20040921,1600,3.2,-200,342,168,31.5,31.4,1.4310
20040921,1700,5,-200,479,205,31.2,31.4,1.3987
20040921,1800,5.6,-200,553,204,28.5,37.2,1.4282
20040921,1900,5.4,-200,531,210,26.7,42.3,1.4618
20040921,2000,4.4,-200,428,173,24.8,49.0,1.5092
20040921,2100,2.4,-200,229,123,23.6,53.6,1.5374
20040921,2200,1.5,-200,145,92,23.0,55.8,1.5480
20040921,2300,1.3,-200,112,77,22.1,58.4,1.5393
20040922,0000,1.1,-200,99,74,22.6,56.3,1.5233
20040922,0100,1,-200,98,74,21.0,61.3,1.5031
20040922,0200,0.6,-200,54,47,23.0,54.0,1.5010
20040922,0300,0.5,-200,-200,-200,19.8,65.3,1.4894
20040922,0400,0.6,-200,59,44,18.3,70.8,1.4794
20040922,0500,0.8,-200,162,69,18.1,72.5,1.4876
20040922,0600,1.5,-200,268,79,18.3,71.0,1.4807
20040922,0700,4.1,-200,531,108,18.5,68.9,1.4565
20040922,0800,5.5,-200,517,119,20.1,62.7,1.4610
20040922,0900,5.5,-200,701,165,23.5,52.0,1.4833
20040922,1000,3.7,-200,510,172,26.8,42.7,1.4864
20040922,1100,3.3,-200,415,180,29.1,36.7,1.4543
20040922,1200,2.5,-200,243,130,30.8,32.0,1.4014
20040922,1300,2.6,-200,267,120,27.9,37.0,1.3720
20040922,1400,2.2,-200,233,117,28.5,37.3,1.4291
20040922,1500,2.6,-200,295,141,30.2,32.9,1.3865
20040922,1600,2.9,-200,309,151,32.9,27.7,1.3622
20040922,1700,5,-200,506,218,32.2,28.8,1.3624
20040922,1800,5.1,-200,479,213,28.8,39.0,1.5203
20040922,1900,5.2,-200,460,194,26.7,43.3,1.4881
20040922,2000,3.8,-200,363,167,24.6,54.0,1.6461
20040922,2100,2.2,-200,213,115,23.4,59.9,1.6992
20040922,2200,2.1,-200,183,98,22.5,62.6,1.6883
20040922,2300,1.8,-200,163,93,22.9,62.0,1.7127
20040923,0000,1.6,-200,152,87,22.2,64.9,1.7190
20040923,0100,1.4,-200,104,71,21.4,68.5,1.7261
20040923,0200,0.8,-200,61,49,22.2,63.0,1.6673
20040923,0300,0.5,-200,-200,-200,22.4,59.9,1.6069
20040923,0400,-200,-200,54,44,21.1,63.8,1.5817
20040923,0500,0.5,-200,84,58,22.9,57.5,1.5879
20040923,0600,0.9,-200,132,66,21.3,63.2,1.5794
20040923,0700,3.2,-200,422,112,21.3,63.5,1.5941
20040923,0800,2.8,-200,282,104,23.7,54.4,1.5765
20040923,0900,2.7,-200,293,103,25.0,50.8,1.5903
20040923,1000,2.4,-200,334,118,26.3,48.1,1.6199
20040923,1100,2.7,-200,324,129,26.4,47.3,1.6006
20040923,1200,2.8,-200,294,127,29.3,39.5,1.5855
20040923,1300,2.9,-200,273,130,29.0,39.6,1.5581
20040923,1400,2.6,-200,275,130,29.8,38.0,1.5642
20040923,1500,2.6,-200,282,118,30.4,37.2,1.5880
20040923,1600,3.2,-200,323,146,31.5,34.9,1.5903
20040923,1700,4.6,-200,442,190,31.6,34.8,1.5925
20040923,1800,4.9,-200,431,189,29.0,40.5,1.5949
20040923,1900,4.7,-200,402,173,27.2,45.9,1.6302
20040923,2000,3.3,-200,313,148,26.2,48.7,1.6256
20040923,2100,2.3,-200,228,116,25.1,50.5,1.5840
20040923,2200,2.1,-200,218,109,24.1,50.7,1.4959
20040923,2300,1.7,-200,179,94,22.5,53.7,1.4486
20040924,0000,1,-200,97,64,22.7,53.7,1.4580
20040924,0100,0.9,-200,83,59,21.5,57.9,1.4658
20040924,0200,0.7,-200,80,64,22.3,55.8,1.4828
20040924,0300,0.4,-200,-200,-200,22.7,53.8,1.4673
20040924,0400,0.4,-200,66,52,21.1,59.9,1.4789
20040924,0500,0.5,-200,109,55,20.4,63.0,1.4946
20040924,0600,1.3,-200,232,83,20.8,62.2,1.5119
20040924,0700,3.5,-200,535,114,21.3,61.6,1.5452
20040924,0800,5.5,-200,684,137,21.9,60.2,1.5600
20040924,0900,5.6,-200,803,160,23.0,56.4,1.5614
20040924,1000,3.4,-200,539,138,25.1,49.5,1.5572
20040924,1100,3.2,-200,364,134,26.6,44.3,1.5229
20040924,1200,3.7,-200,422,143,26.2,46.0,1.5422
20040924,1300,4.6,-200,483,153,25.4,48.7,1.5594
20040924,1400,4.2,-200,496,145,25.6,48.3,1.5580
20040924,1500,3.3,-200,403,123,25.7,47.8,1.5548
20040924,1600,2.7,-200,282,96,24.9,49.2,1.5251
20040924,1700,2.2,-200,268,107,18.3,75.4,1.5682
20040924,1800,2.8,-200,306,119,16.3,73.9,1.3601
20040924,1900,2.9,-200,293,109,15.6,75.7,1.3345
20040924,2000,2,-200,240,107,15.4,76.6,1.3334
20040924,2100,0.7,-200,93,57,14.0,75.4,1.1988
20040924,2200,0.6,-200,99,60,14.9,60.5,1.0213
20040924,2300,1.2,-200,55,22,15.5,50.9,0.8880
20040925,0000,1.2,-200,19,2,15.6,50.0,0.8773
20040925,0100,1.1,-200,26,7,15.4,53.6,0.9326
20040925,0200,0.6,-200,26,8,15.4,53.9,0.9334
20040925,0300,0.3,-200,-200,-200,15.3,52.4,0.9017
20040925,0400,0.3,-200,42,27,15.3,53.1,0.9181
20040925,0500,0.3,-200,32,14,15.4,53.7,0.9295
20040925,0600,0.4,-200,25,3,15.5,53.3,0.9308
20040925,0700,0.6,-200,28,9,15.4,52.7,0.9178
20040925,0800,0.7,-200,41,14,15.7,51.1,0.9056
20040925,0900,1,-200,130,52,16.9,47.7,0.9142
20040925,1000,1.1,-200,173,64,18.2,41.9,0.8674
20040925,1100,1.5,-200,168,66,19.1,37.0,0.8104
20040925,1200,1.4,-200,51,14,19.3,34.8,0.7710
20040925,1300,1.4,-200,31,9,19.8,31.2,0.7127
20040925,1400,1,-200,41,12,19.8,31.1,0.7104
20040925,1500,0.9,-200,41,14,20.2,28.6,0.6717
20040925,1600,1.1,-200,54,21,22.1,24.8,0.6514
20040925,1700,1.3,-200,112,43,21.1,27.7,0.6853
20040925,1800,1.8,-200,178,62,20.1,30.3,0.7045
20040925,1900,2.4,-200,218,68,19.5,33.0,0.7384
20040925,2000,2.7,-200,241,81,19.3,32.3,0.7163
20040925,2100,1.7,-200,223,88,18.4,33.2,0.6975
20040925,2200,2.2,-200,279,99,17.8,36.5,0.7366
20040925,2300,2.8,-200,330,98,17.8,39.9,0.8035
20040926,0000,2.4,-200,330,97,17.0,43.0,0.8242
20040926,0100,2.5,-200,341,101,15.5,52.2,0.9136
20040926,0200,1.4,-200,205,90,15.6,51.9,0.9135
20040926,0300,1.4,-200,-200,-200,13.5,59.4,0.9176
20040926,0400,-200,-200,130,61,13.4,59.9,0.9173
20040926,0500,0.9,-200,102,55,12.5,63.2,0.9146
20040926,0600,0.6,-200,79,46,13.6,57.6,0.8941
20040926,0700,1,-200,148,56,12.2,63.2,0.8964
20040926,0800,1.6,-200,261,83,14.6,56.4,0.9319
20040926,0900,0.9,-200,107,55,19.8,38.6,0.8831
20040926,1000,0.9,-200,103,47,21.6,33.4,0.8519
20040926,1100,1,-200,122,61,22.0,32.2,0.8407
20040926,1200,1,-200,127,58,22.7,30.2,0.8217
20040926,1300,0.9,-200,110,59,22.3,30.4,0.8063
20040926,1400,0.9,-200,98,54,22.1,30.5,0.7981
20040926,1500,0.9,-200,146,69,22.1,29.5,0.7761
20040926,1600,0.9,-200,119,54,23.4,27.1,0.7681
20040926,1700,2.7,-200,234,95,23.1,27.0,0.7538
20040926,1800,2.2,-200,261,99,21.5,31.4,0.7943
20040926,1900,3.3,-200,371,127,20.3,35.5,0.8330
20040926,2000,2.1,-200,266,98,19.6,36.3,0.8193
20040926,2100,1.8,-200,268,112,18.7,39.7,0.8482
20040926,2200,1.9,-200,294,115,18.0,42.7,0.8745
20040926,2300,2.3,-200,303,114,17.1,47.6,0.9208
20040927,0000,1.9,-200,241,103,16.6,51.3,0.9634
20040927,0100,1.3,-200,142,81,15.9,55.2,0.9881
20040927,0200,1,-200,110,75,14.9,58.9,0.9891
20040927,0300,0.6,-200,-200,-200,14.1,61.0,0.9799
20040927,0400,0.6,-200,104,64,14.0,62.6,0.9948
20040927,0500,0.9,-200,179,71,14.1,61.7,0.9844
20040927,0600,1.5,-200,361,99,14.4,60.3,0.9802
20040927,0700,5.5,-200,799,132,15.0,57.7,0.9778
20040927,0800,4,-200,614,135,16.9,50.3,0.9580
20040927,0900,1.8,-200,275,94,19.7,40.2,0.9108
20040927,1000,1.9,-200,325,103,22.2,33.6,0.8886
20040927,1100,1.7,-200,327,123,23.7,29.6,0.8537
20040927,1200,1.6,-200,252,95,21.9,30.7,0.7961
20040927,1300,1.9,-200,226,90,22.3,29.5,0.7838
20040927,1400,1.6,-200,230,99,23.8,27.0,0.7845
20040927,1500,1.8,-200,244,107,23.3,28.3,0.8012
20040927,1600,2,-200,251,112,24.2,27.2,0.8128
20040927,1700,3.1,-200,346,132,25.1,25.8,0.8065
20040927,1800,3.9,-200,407,148,22.3,29.2,0.7773
20040927,1900,4.3,-200,490,158,20.8,32.5,0.7873
20040927,2000,3.5,-200,434,145,19.1,36.8,0.8066
20040927,2100,2.4,-200,345,128,18.1,39.9,0.8232
20040927,2200,1.5,-200,192,105,17.4,42.8,0.8463
20040927,2300,1.3,-200,157,90,16.7,46.6,0.8793
20040928,0000,1,-200,148,85,17.1,46.8,0.9054
20040928,0100,0.8,-200,105,73,15.3,51.9,0.8982
20040928,0200,0.5,-200,141,74,15.0,52.8,0.8929
20040928,0300,0.4,-200,-200,-200,14.4,54.5,0.8887
20040928,0400,0.5,-200,107,61,12.8,59.8,0.8801
20040928,0500,0.7,-200,166,69,11.9,62.7,0.8726
20040928,0600,1.2,-200,241,82,12.1,62.6,0.8825
20040928,0700,2.4,-200,368,120,13.5,58.2,0.8944
20040928,0800,4.3,-200,498,135,14.4,55.7,0.9087
20040928,0900,4.1,-200,641,152,17.8,45.7,0.9224
20040928,1000,3.7,-200,667,177,21.0,37.2,0.9155
20040928,1100,3.4,-200,550,181,24.5,29.8,0.9008
20040928,1200,3.8,-200,483,176,26.4,26.4,0.8969
20040928,1300,4.1,-200,524,163,25.2,26.8,0.8451
20040928,1400,3.4,-200,481,174,26.1,24.8,0.8283
20040928,1500,2.3,-200,305,117,26.2,24.4,0.8174
20040928,1600,3.2,-200,396,145,28.9,21.3,0.8382
20040928,1700,4.8,-200,501,173,28.0,23.3,0.8681
20040928,1800,6.7,-200,702,204,24.7,27.9,0.8559
20040928,1900,7.5,-200,755,209,23.0,33.6,0.9302
20040928,2000,4.5,-200,524,175,20.9,45.8,1.1159
20040928,2100,2.1,-200,247,129,19.8,48.6,1.1130
20040928,2200,1.5,-200,196,111,19.8,47.7,1.0885
20040928,2300,1.1,-200,135,85,18.6,49.1,1.0435
20040929,0000,1.1,-200,146,86,17.2,53.9,1.0498
20040929,0100,0.9,-200,106,71,16.3,56.8,1.0470
20040929,0200,0.5,-200,70,60,17.4,53.4,1.0541
20040929,0300,0.4,-200,-200,-200,15.5,58.8,1.0309
20040929,0400,-200,-200,62,48,14.6,62.1,1.0236
20040929,0500,0.4,-200,60,45,17.1,52.5,1.0130
20040929,0600,0.7,-200,92,53,15.2,58.3,0.9986
20040929,0700,2,-200,277,94,14.9,59.2,0.9985
20040929,0800,4.2,-200,600,122,15.1,59.0,1.0086
20040929,0900,5.2,-200,693,170,19.0,47.8,1.0434
20040929,1000,3.8,-200,617,174,22.4,38.8,1.0400
20040929,1100,3.7,-200,569,191,25.4,33.3,1.0679
20040929,1200,3.4,-200,409,179,27.2,30.4,1.0810
20040929,1300,3.1,-200,335,148,25.5,34.8,1.1152
20040929,1400,2.4,-200,290,129,26.4,28.5,0.9658
20040929,1500,2.8,-200,312,148,27.7,25.1,0.9158
20040929,1600,3.6,-200,440,184,28.6,23.2,0.8917
20040929,1700,4,-200,450,188,27.2,26.3,0.9317
20040929,1800,5.6,-200,578,204,25.3,33.0,1.0473
20040929,1900,6.3,-200,615,201,23.2,36.9,1.0346
20040929,2000,4.7,-200,536,165,21.6,43.3,1.1019
20040929,2100,1.9,-200,238,133,21.1,44.8,1.1088
20040929,2200,1.9,-200,249,125,19.7,49.3,1.1148
20040929,2300,1.2,-200,150,101,20.3,47.8,1.1281
20040930,0000,0.9,-200,108,79,19.4,50.3,1.1201
20040930,0100,-200,-200,-200,-200,18.3,53.1,1.1056
20040930,0200,-200,-200,-200,-200,17.5,56.1,1.1103
20040930,0300,-200,-200,-200,-200,19.2,50.3,1.1087
20040930,0400,-200,-200,-200,-200,16.6,59.6,1.1170
20040930,0500,-200,-200,-200,-200,17.5,57.1,1.1311
20040930,0600,-200,-200,-200,-200,17.6,57.6,1.1471
20040930,0700,-200,-200,-200,-200,18.0,57.0,1.1665
20040930,0800,-200,-200,-200,-200,18.5,55.9,1.1779
20040930,0900,-200,-200,-200,-200,18.6,57.2,1.2146
20040930,1000,-200,-200,-200,-200,20.2,53.0,1.2407
20040930,1100,-200,-200,-200,-200,21.3,50.1,1.2539
20040930,1200,1.7,-200,-200,-200,24.6,42.8,1.3053
20040930,1300,1.7,-200,223,101,24.6,44.1,1.3477
20040930,1400,2.2,-200,267,113,25.6,43.4,1.4049
20040930,1500,2.8,-200,308,121,26.1,42.6,1.4172
20040930,1600,3.9,-200,422,146,25.8,44.8,1.4644
20040930,1700,6.5,-200,623,188,25.4,47.9,1.5346
20040930,1800,6.3,-200,572,182,24.6,50.0,1.5241
20040930,1900,5.7,-200,514,166,23.6,54.4,1.5687
20040930,2000,4.4,-200,414,142,22.6,59.5,1.6155
20040930,2100,1.6,-200,143,84,22.1,61.3,1.6133
20040930,2200,1.5,-200,147,87,22.1,61.3,1.6053
20040930,2300,1.7,-200,159,91,21.1,64.7,1.5956
20041001,0000,1.9,-200,206,91,20.3,66.4,1.5591
20041001,0100,1.6,-200,140,74,19.4,69.3,1.5418
20041001,0200,1.3,-200,132,69,19.0,70.8,1.5417
20041001,0300,0.8,-200,-200,-200,20.2,65.8,1.5442
20041001,0400,0.6,-200,81,54,19.8,67.2,1.5322
20041001,0500,0.7,-200,120,60,19.0,70.3,1.5308
20041001,0600,1.6,-200,279,69,18.8,71.8,1.5372
20041001,0700,2.9,-200,392,91,20.2,66.3,1.5550
20041001,0800,4.1,-200,433,97,20.8,64.3,1.5630
20041001,0900,3.7,-200,531,114,22.3,59.3,1.5705
20041001,1000,3.6,-200,619,129,23.2,56.6,1.5929
20041001,1100,3.4,-200,522,137,23.8,54.7,1.5870
20041001,1200,3.7,-200,505,134,23.5,56.2,1.6048
20041001,1300,4.1,-200,465,132,23.9,54.4,1.5963
20041001,1400,3.2,-200,383,123,-200,-200,-200
