Date,Time,HZ,Displace,Flow,SedimentPPM,PressureLbs,ChlorinePPM
3/12/14,11:21,9.81,2.967,1570,0.7,96,0.55
3/12/14,11:23,10.42,2.972,1573,0.06,79,0.51
3/12/14,11:24,9.79,2.976,1575,0.31,79,1.48
3/12/14,11:25,10.45,2.984,1579,0.86,99,1.2
3/12/14,11:27,9.85,2.989,1582,0.47,90,0.79
3/12/14,11:28,10.25,2.998,1586,0.53,81,0.59
3/12/14,11:30,9.9,3.004,1590,1.96,91,1.07
3/12/14,11:31,9.77,3.007,1591,0.03,93,0.54
3/12/14,11:33,9.73,3.017,1596,0.65,92,1.62
3/12/14,11:34,10.36,3.022,1599,1.31,76,1.55
3/12/14,11:36,9.61,3.027,1602,1.48,85,0.6
3/12/14,11:37,10.22,3.034,1606,1.58,86,0.94
3/12/14,11:38,9.76,3.037,1607,0.58,90,0.94
3/12/14,11:40,10.49,3.041,1609,0.82,85,0.7
3/12/14,11:41,9.71,3.043,1610,0.65,86,1.44
3/12/14,11:43,9.64,3.048,1613,0.18,94,1.77
3/12/14,11:44,10.04,3.051,1614,0.44,95,0.75
3/12/14,11:46,10.27,3.053,1616,1.38,80,1.02
3/12/14,11:47,9.74,3.058,1618,1.86,97,1.28
3/12/14,11:49,9.74,3.061,1620,0.04,84,0.61
3/12/14,11:50,9.87,3.063,1621,1.94,95,1.76
3/12/14,11:51,10.29,3.066,1623,1.5,84,0.8
3/12/14,11:53,10.2,3.072,1626,1.42,82,1
3/12/14,11:54,9.99,3.078,1629,1.2,89,1.94
3/12/14,11:56,9.68,3.088,1634,1.61,97,1.22
3/12/14,11:57,9.82,3.09,1635,0.54,92,0.58
3/12/14,11:59,9.64,3.096,1638,1.69,97,0.51
3/12/14,12:00,9.65,3.105,1643,0.58,86,1.43
3/12/14,12:01,10.29,3.109,1645,1.92,77,0.78
3/12/14,12:03,10.49,3.114,1648,0.87,95,1.73
3/12/14,12:04,9.78,3.123,1653,0.75,76,0.94
3/12/14,12:06,10.03,3.126,1654,1.29,96,1.36
3/12/14,12:07,10.11,3.128,1655,0.62,90,0.76
3/12/14,12:09,10.03,3.135,1659,0.81,79,1.79
3/12/14,12:10,9.76,3.138,1661,0.49,78,0.91
3/12/14,12:12,10.06,3.14,1662,0.85,91,1.07
3/12/14,12:13,10.44,3.143,1663,1.17,94,1.07
3/12/14,12:14,10.2,3.147,1665,0.93,89,1.08
3/12/14,12:16,9.78,3.149,1667,0.5,95,1.9
3/12/14,12:17,10.19,3.153,1668,1.38,90,1.04
3/12/14,12:19,9.9,3.156,1670,1.46,97,1.99
3/12/14,12:20,10.13,3.161,1673,0.78,80,1.99
3/12/14,12:22,9.98,3.163,1674,1.99,90,1.01
3/12/14,12:23,10,3.165,1675,1.34,87,0.74
3/12/14,12:25,9.73,3.171,1678,0.29,80,1.27
3/12/14,12:26,9.98,3.173,1679,0.93,93,0.83
3/12/14,12:27,10.47,3.171,1678,0.25,76,1.17
3/12/14,12:29,9.83,3.169,1677,0.29,97,1.92
3/12/14,12:30,9.93,3.167,1676,0.09,84,1.26
3/12/14,12:32,10.08,3.165,1675,0.81,95,1.88
3/12/14,12:33,9.96,3.163,1674,1.99,76,1.93
3/12/14,12:35,9.95,3.161,1673,0.06,87,1.75
3/12/14,12:36,9.82,3.159,1672,0.44,96,0.74
3/12/14,12:37,9.66,3.157,1671,0.95,91,1.22
3/12/14,12:39,9.78,3.155,1670,0.23,81,1.89
3/12/14,12:40,10.11,3.153,1669,0.2,89,1.67
3/12/14,12:42,9.92,3.151,1668,1.53,96,1.5
3/12/14,12:43,10.48,3.149,1667,0.78,83,0.62
3/12/14,12:45,9.7,3.147,1666,1.94,93,1.92
3/12/14,12:46,9.54,3.145,1664,1.48,87,1.36
3/12/14,12:48,9.74,3.143,1663,1.82,75,1.78
3/12/14,12:49,10.48,3.141,1662,0.46,88,1.2
3/12/14,12:50,10.17,3.139,1661,1.14,94,0.9
3/12/14,12:52,10.14,3.137,1660,1.27,79,0.5
3/12/14,12:53,10.31,3.135,1659,1.06,81,0.82
3/12/14,12:55,10.17,3.133,1658,0.74,97,0.84
3/12/14,12:56,10.23,3.131,1657,1.96,77,1.08
3/12/14,12:58,9.59,3.129,1656,0.86,88,1.19
3/12/14,12:59,9.93,3.127,1655,0.08,91,1.95
3/12/14,13:01,10.03,3.125,1654,0.56,94,0.74
3/12/14,13:02,9.58,3.123,1653,1.96,85,1.87
3/12/14,13:03,9.99,3.121,1652,0.29,77,1.53
3/12/14,13:05,10.13,3.119,1651,0.86,90,1.01
3/12/14,13:06,9.72,3.117,1650,0.8,99,1.59
3/12/14,13:08,10.09,3.115,1648,0.69,89,1.18
3/12/14,13:09,9.74,3.113,1647,1.98,79,1.36
3/12/14,13:11,9.84,3.111,1646,0.16,84,0.57
3/12/14,13:12,10.37,3.109,1645,0.07,90,0.59
3/12/14,13:13,10.13,3.107,1644,0.01,77,0.61
3/12/14,13:15,10.26,3.105,1643,1.97,78,0.51
3/12/14,13:16,10.14,3.103,1642,1.22,86,1.46
3/12/14,13:18,9.65,3.101,1641,1.95,79,0.64
3/12/14,13:19,10.33,3.099,1640,0.14,78,0.85
3/12/14,13:21,9.55,3.097,1639,0.55,87,1.37
3/12/14,13:22,9.83,3.095,1638,0.24,77,1.29
3/12/14,13:24,9.96,3.094,1637,0.83,89,1.09
3/12/14,13:25,10.4,3.092,1636,1.68,86,1.64
3/12/14,13:26,9.62,3.09,1635,1.67,77,1.8
3/12/14,13:28,9.9,3.088,1634,0.41,99,0.8
3/12/14,13:29,9.57,3.086,1633,1.04,90,1.17
3/12/14,13:31,10.2,3.084,1632,1.28,99,1.76
3/12/14,13:32,10.37,3.082,1631,0.21,95,0.96
3/12/14,13:34,9.85,3.08,1630,0.42,88,0.76
3/12/14,13:35,10.49,3.078,1629,1.01,75,0.74
3/12/14,13:37,10.09,3.076,1628,1.73,83,0.8
3/12/14,13:38,10.41,3.074,1626,0.22,91,1.37
3/12/14,13:39,9.52,3.071,1625,1.18,98,1.22
3/12/14,13:41,9.94,3.07,1624,0.39,97,0.52
3/12/14,13:42,10.09,3.068,1623,1.72,92,1.26
3/12/14,13:44,10.33,3.066,1622,1.73,93,0.98
3/12/14,13:45,10.32,3.064,1621,1.01,82,0.56
3/12/14,13:47,9.95,3.062,1620,0.34,76,0.99
3/12/14,13:48,10.19,3.06,1619,0.5,78,0.72
3/12/14,13:49,9.5,3.058,1618,1.56,83,1.77
3/12/14,13:51,9.9,3.055,1617,1.46,100,1.81
3/12/14,13:52,10.36,3.054,1616,0.07,78,1.98
3/12/14,13:54,10.3,3.051,1615,1.9,86,0.56
3/12/14,13:55,10.34,3.05,1614,0.35,81,0.54
3/12/14,13:57,9.88,3.047,1613,0.45,85,1.67
3/12/14,13:58,9.89,3.046,1612,1.6,78,0.72
3/12/14,14:00,10.41,3.044,1611,0.8,79,1.25
3/12/14,14:01,9.56,3.042,1610,1.19,97,1.86
3/12/14,14:02,10.4,3.04,1609,0.79,89,1.94
3/12/14,14:04,10.05,3.038,1607,1.17,94,0.69
3/12/14,14:05,9.63,3.036,1606,0.84,87,1.37
3/12/14,14:07,10.24,3.034,1605,0.81,98,0.71
3/12/14,14:08,10.43,3.032,1604,0.98,76,0.71
3/12/14,14:10,9.56,3.03,1603,1.63,93,1.98
3/12/14,14:11,10.46,3.028,1602,0.09,90,0.61
3/12/14,14:13,9.72,3.026,1601,1.36,98,1.62
3/12/14,14:14,10.38,3.024,1600,1.35,93,1.34
3/12/14,14:15,10.04,3.022,1599,0.11,93,1.48
3/12/14,14:17,10.07,3.02,1598,1.74,91,1.67
3/12/14,14:18,9.7,3.018,1597,1.26,86,1.18
3/12/14,14:20,9.81,3.016,1596,0.39,80,1.48
3/12/14,14:21,9.64,3.014,1595,0.78,82,1.7
3/12/14,14:23,10,3.012,1594,1.28,94,1.71
3/12/14,14:24,9.73,3.01,1593,1.19,94,0.9
3/12/14,14:25,9.59,3.008,1592,1.1,85,1.67
3/12/14,14:27,10.1,3.006,1591,1.46,76,1.06
3/12/14,14:28,9.59,3.004,1590,0.74,97,1.78
3/12/14,14:30,9.98,3.002,1588,1.64,82,1.32
3/12/14,14:31,10.39,3,1587,1.9,88,1.13
3/12/14,14:33,9.64,2.998,1586,0.26,97,0.73
3/12/14,14:34,10.18,2.996,1585,1.74,98,1.85
3/12/14,14:36,9.51,2.994,1584,0.28,91,1.88
3/12/14,14:37,10.16,2.992,1583,1.07,75,0.96
3/12/14,14:38,10.44,2.99,1582,1.88,99,1.98
3/12/14,14:40,10.47,2.988,1581,0.97,93,1.09
3/12/14,14:41,9.68,2.986,1580,0.27,93,0.55
3/12/14,14:43,9.68,2.984,1579,1.15,76,0.64
3/12/14,14:44,9.73,2.982,1578,0.16,79,0.54
3/12/14,14:46,9.92,2.98,1577,1.48,93,1.71
3/12/14,14:47,9.55,2.978,1576,1.2,95,1.04
3/12/14,14:49,10.27,2.976,1575,1.25,88,1.79
3/12/14,14:50,9.54,2.974,1574,1.23,81,1.99
3/12/14,14:51,9.71,2.972,1573,0.36,92,0.95
3/12/14,14:53,10.05,2.97,1571,1.31,93,1.27
3/12/14,14:54,9.74,2.968,1570,1.62,80,1.62
3/12/14,14:56,10.18,2.966,1569,1.49,87,1.56
3/12/14,14:57,9.53,2.964,1568,1.49,84,1.05
3/12/14,14:59,10.41,2.962,1567,0.84,91,1.51
3/12/14,15:00,9.51,2.96,1566,0.2,92,1.88
3/12/14,15:01,10.21,2.958,1565,0.18,90,1.49
3/12/14,15:03,9.78,2.956,1564,0.24,85,1
3/12/14,15:04,10.25,2.954,1563,1.09,95,0.71
3/12/14,15:06,9.79,2.952,1562,0.01,84,1.91
3/12/14,15:07,10.29,2.95,1561,0.58,86,0.52
3/12/14,15:09,10.12,2.948,1560,1.38,76,1.89
3/12/14,15:10,9.57,2.946,1559,1.43,95,0.78
3/12/14,15:12,10.19,2.944,1558,1.31,79,0.69
3/12/14,15:13,10.4,2.942,1557,0.09,98,1.34
3/12/14,15:14,9.85,2.94,1556,0.81,87,0.82
3/12/14,15:16,9.71,2.938,1555,0.11,82,1.31
3/12/14,15:17,9.6,2.936,1554,1.07,90,1.29
3/12/14,15:19,10.11,2.934,1553,0.5,88,0.63
3/12/14,15:20,9.99,2.932,1552,0.27,95,1.28
3/12/14,15:22,10.17,2.93,1551,0.46,95,1.69
3/12/14,15:23,10.11,2.928,1550,0.76,80,1.7
3/12/14,15:25,9.94,2.926,1549,0.95,84,1.44
3/12/14,15:26,10.16,2.924,1548,1.16,89,0.78
3/12/14,15:27,10.21,2.922,1546,0.97,90,1.48
3/12/14,15:29,9.52,2.92,1545,1.74,86,0.95
3/12/14,15:30,10.46,2.918,1544,1.97,92,1.84
3/12/14,15:32,10.19,2.916,1543,1.58,78,1.18
3/12/14,15:33,9.62,2.914,1542,0.98,92,0.75
3/12/14,15:35,10.2,2.912,1541,1.07,83,1.88
3/12/14,15:36,10.35,2.91,1540,1.59,84,0.54
3/12/14,15:37,9.86,2.908,1539,1.94,81,0.98
3/12/14,15:39,10.14,2.906,1538,0.94,99,1.4
3/12/14,15:40,9.62,2.904,1537,1.49,93,1.75
3/12/14,15:42,9.5,2.902,1536,0.78,88,1.8
3/12/14,15:43,10.36,2.9,1535,1.33,84,1.57
3/12/14,15:45,10.18,2.898,1534,1.19,100,1.14
3/12/14,15:46,9.84,2.896,1533,0.58,98,1.66
3/12/14,15:48,9.52,2.894,1532,1.34,99,0.95
3/12/14,15:49,10.09,2.892,1531,0.78,85,0.83
3/12/14,15:50,9.77,2.89,1530,1.77,92,1.68
3/12/14,15:52,9.85,2.888,1528,1.93,90,1.79
3/12/14,15:53,9.52,2.892,1530,1.83,86,1.28
3/12/14,15:55,9.7,2.896,1533,1.08,98,1.11
3/12/14,15:56,10.03,2.903,1536,1.64,94,0.96
3/12/14,15:58,10.38,2.906,1538,1.61,97,1.68
3/12/14,15:59,9.6,2.911,1540,1.6,89,1.76
3/12/14,16:01,10.08,2.915,1542,0.16,86,1.35
3/12/14,16:02,9.79,2.921,1546,0.89,81,0.52
3/12/14,16:03,10.38,2.926,1549,1.14,79,0.67
3/12/14,16:05,10.44,2.938,1554,0.31,80,1.26
3/12/14,16:06,10.22,2.95,1561,0.82,84,0.74
3/12/14,16:08,10.14,2.964,1568,0.72,75,1
3/12/14,16:09,9.64,2.968,1571,1.33,99,0.75
3/12/14,16:11,9.68,2.981,1578,1.7,92,1.31
3/12/14,16:12,9.85,2.993,1584,1.28,79,1.2
3/12/14,16:13,9.67,3.005,1590,0.76,87,1.16
3/12/14,16:15,9.55,3.019,1597,0.07,93,1.59
3/12/14,16:16,10.32,3.022,1599,1.08,97,0.61
3/12/14,16:18,9.68,3.025,1601,1.16,78,1.01
3/12/14,16:19,9.67,3.028,1603,1.12,78,1.39
3/12/14,16:21,9.95,3.037,1607,0.68,97,1.88
3/12/14,16:22,9.85,3.042,1610,0.71,79,1.67
3/12/14,16:24,10.34,3.049,1614,0.72,100,0.74
3/12/14,16:25,10.46,3.055,1616,1.66,82,1
3/12/14,16:26,9.5,3.062,1620,0.95,94,1.2
3/12/14,16:28,9.7,3.072,1626,0.15,79,0.89
3/12/14,16:29,9.56,3.075,1627,0.88,76,1.68
3/12/14,16:31,9.76,3.081,1631,1.58,83,1.43
3/12/14,16:32,10.15,3.083,1632,0.22,98,1.32
3/12/14,16:34,10.02,3.096,1638,1.38,77,1.16
3/12/14,16:35,9.58,3.102,1641,0.91,98,1.64
3/12/14,16:37,10.18,3.107,1644,0.39,95,0.78
3/12/14,16:38,9.88,3.118,1650,1,98,1.89
3/12/14,16:39,9.61,3.126,1654,1.21,96,1.66
3/12/14,16:41,9.54,3.135,1659,1,85,1.83
3/12/14,16:42,9.53,3.148,1666,0.87,89,1.32
3/12/14,16:44,10.33,3.152,1668,1.67,81,1.22
3/12/14,16:45,10.17,3.159,1672,1.91,89,1.94
3/12/14,16:47,10.16,3.163,1674,1.95,78,1.83
3/12/14,16:48,9.59,3.171,1678,0.67,75,0.77
3/12/14,16:49,10.06,3.174,1680,1.49,86,0.97
3/12/14,16:51,10.48,3.181,1684,1.84,93,0.89
3/12/14,16:52,9.92,3.192,1689,1.63,83,1.67
3/12/14,16:54,9.62,3.197,1692,0.85,93,0.73
3/12/14,16:55,10.38,3.2,1693,0.66,89,1.31
3/12/14,16:57,10.43,3.206,1697,1.05,79,0.85
3/12/14,16:58,10.44,3.217,1703,0.67,76,0.99
3/12/14,17:00,10.22,3.222,1705,1.06,100,1.76
3/12/14,17:01,9.54,3.228,1708,1.92,97,1.18
3/12/14,17:02,9.5,3.237,1713,0.63,97,1.55
3/12/14,17:04,10.16,3.249,1719,1.41,83,1.69
3/12/14,17:05,9.99,3.254,1722,0.41,94,1.76
3/12/14,17:07,9.75,3.258,1724,0.8,100,1.12
3/12/14,17:08,10.37,3.262,1726,0.45,86,1.4
3/12/14,17:10,10.35,3.274,1733,0.33,96,1.69
3/12/14,17:11,9.53,3.279,1735,0.1,76,1.56
3/12/14,17:13,10.31,3.286,1739,0.87,76,1.78
3/12/14,17:14,9.67,3.296,1744,0.39,96,0.75
3/12/14,17:15,10.2,3.301,1747,0.16,81,1.02
3/12/14,17:17,10.46,3.307,1750,1.05,87,0.83
3/12/14,17:18,9.76,3.319,1756,0.05,77,1.81
3/12/14,17:20,10.02,3.325,1759,1,91,1.93
3/12/14,17:21,10.39,3.328,1761,1.57,100,0.54
3/12/14,17:23,10.3,3.334,1764,1.38,77,1.3
3/12/14,17:24,10.01,3.342,1769,1.49,86,1.48
3/12/14,17:25,9.75,3.347,1771,1.79,83,1.95
3/12/14,17:27,10.21,3.36,1778,1.09,98,1.43
3/12/14,17:28,9.52,3.366,1781,0.11,81,1.58
3/12/14,17:30,9.83,3.372,1784,0.97,75,1.36
3/12/14,17:31,9.55,3.376,1786,1.12,100,1.81
3/12/14,17:33,9.5,3.387,1793,1.71,82,0.97
3/12/14,17:34,9.73,3.399,1798,0.06,91,0.63
3/12/14,17:36,9.77,3.401,1800,1.47,79,1.96
3/12/14,17:37,10.37,3.404,1801,0.96,95,1.82
3/12/14,17:38,9.75,3.407,1803,0.12,96,0.99
3/12/14,17:40,9.64,3.41,1804,0.51,94,0.79
3/12/14,17:41,9.53,3.422,1811,0.95,76,1.66
3/12/14,17:43,9.66,3.425,1812,0.26,90,1.68
3/12/14,17:44,9.92,3.432,1816,1.27,95,1.06
3/12/14,17:46,9.74,3.434,1817,1.79,77,0.51
3/12/14,17:47,10.49,3.437,1819,0.84,96,1.71
3/12/14,17:49,9.81,3.44,1820,0.71,86,1.15
3/12/14,17:50,9.55,3.446,1824,0.26,76,1.24
3/12/14,17:51,10.38,3.453,1827,1.7,95,2
3/12/14,17:53,10.02,3.455,1828,0.98,97,1.63
3/12/14,17:54,9.69,3.464,1833,1.3,92,1.15
3/12/14,17:56,9.65,3.466,1834,1.74,87,1.87
3/12/14,17:57,9.5,3.468,1835,1.65,88,1.38
3/12/14,17:59,10.13,3.474,1838,0.51,100,1.67
3/12/14,18:00,10.07,3.478,1840,0.59,84,1.87
3/12/14,18:01,10.33,3.486,1845,0.51,86,1.15
3/12/14,18:03,10.11,3.495,1850,0.87,95,1.62
3/12/14,18:04,10.12,3.5,1852,0.74,93,1.6
3/12/14,18:06,10.38,3.505,1855,0.46,95,1.16
3/12/14,18:07,10.32,3.513,1859,1.97,81,1.42
3/12/14,18:09,10.4,3.516,1861,1.77,83,0.94
3/12/14,18:10,10.45,3.523,1864,1.61,82,0.73
3/12/14,18:12,10.28,3.528,1867,0.57,82,1.2
3/12/14,18:13,10.44,3.537,1872,1.47,76,1.71
3/12/14,18:14,10.29,3.55,1879,1.79,96,1.39
3/12/14,18:16,10.33,3.553,1880,1.81,90,0.57
3/12/14,18:17,10.33,3.559,1883,1.99,78,1.45
3/12/14,18:19,9.95,3.57,1889,1.03,77,1.91
3/12/14,18:20,10.2,3.575,1892,0.54,85,0.76
3/12/14,18:22,9.85,3.58,1895,1.94,95,1.19
3/12/14,18:23,10.04,3.584,1897,0.39,89,1.3
3/12/14,18:25,10.18,3.587,1898,1.43,76,1.32
3/12/14,18:26,9.98,3.589,1899,1.67,89,0.8
3/12/14,18:27,9.72,3.58,1895,1.73,84,1.8
3/12/14,18:29,10.4,3.574,1891,0.93,88,1.19
3/12/14,18:30,9.93,3.563,1886,1.59,86,1.18
3/12/14,18:32,9.68,3.56,1884,1.47,94,0.91
3/12/14,18:33,10.35,3.557,1882,0.56,92,1.59
3/12/14,18:35,9.89,3.55,1879,0.89,96,0.52
3/12/14,18:36,10.19,3.548,1878,0.08,86,1.21
3/12/14,18:37,10.22,3.545,1876,0.8,91,1.13
3/12/14,18:39,10.39,3.532,1869,1.57,77,1.04
3/12/14,18:40,9.69,3.53,1868,0.66,79,0.54
3/12/14,18:42,9.61,3.527,1867,1.76,82,1.04
3/12/14,18:43,9.79,3.525,1866,0.58,92,1.61
3/12/14,18:45,9.57,3.522,1864,1.05,83,0.88
3/12/14,18:46,10.05,3.519,1862,1.21,80,0.95
3/12/14,18:48,10.3,3.516,1860,1.68,90,1.38
3/12/14,18:49,10.5,3.508,1856,1.53,78,1.54
3/12/14,18:50,9.86,3.503,1854,1.34,76,0.86
3/12/14,18:52,10.14,3.501,1853,1.45,99,1.55
3/12/14,18:53,10.16,3.499,1851,0.6,85,1.76
3/12/14,18:55,10.24,3.485,1844,0.28,87,1.81
3/12/14,18:56,10.09,3.483,1843,0.19,89,1.9
3/12/14,18:58,9.69,3.474,1838,0.88,95,1.86
3/12/14,18:59,10.28,3.47,1836,1.21,88,1.61
3/12/14,19:01,9.9,3.464,1833,0.86,79,1.48
3/12/14,19:02,10.06,3.459,1830,0.12,77,1.29
3/12/14,19:03,10.22,3.456,1829,1.91,84,1.63
3/12/14,19:05,9.62,3.453,1828,0,93,1.23
3/12/14,19:06,9.69,3.448,1825,1.46,83,1.15
3/12/14,19:08,10.1,3.439,1820,0.45,78,0.74
3/12/14,19:09,10.39,3.436,1818,1.62,88,1.98
3/12/14,19:11,10.49,3.433,1817,1.48,89,0.55
3/12/14,19:12,9.68,3.429,1815,0.34,77,0.79
3/12/14,19:13,9.59,3.427,1813,0.41,98,1.95
3/12/14,19:15,10.29,3.422,1811,1.98,96,1.36
3/12/14,19:16,10.26,3.413,1806,0.98,92,0.55
3/12/14,19:18,10.07,3.402,1800,0.78,93,0.57
3/12/14,19:19,10.05,3.399,1799,0.57,77,1.32
3/12/14,19:21,10.24,3.386,1792,0.85,87,1.36
3/12/14,19:22,10.21,3.383,1790,0.68,91,1.45
3/12/14,19:24,10.39,3.374,1786,0.85,94,0.63
3/12/14,19:25,10.4,3.365,1781,0.87,80,1.44
3/12/14,19:26,9.84,3.363,1780,0.34,96,1.26
3/12/14,19:28,10.23,3.359,1778,0.54,94,1.76
3/12/14,19:29,10.11,3.35,1773,1.22,87,1.79
3/12/14,19:31,9.85,3.348,1771,0.15,97,1.26
3/12/14,19:32,10.41,3.345,1770,0.87,87,1.93
3/12/14,19:34,9.81,3.336,1765,0.17,96,1.3
3/12/14,19:35,9.96,3.324,1759,0.58,96,0.84
3/12/14,19:37,9.58,3.322,1758,1.3,97,1.69
3/12/14,19:38,9.84,3.319,1756,1.01,99,1.4
3/12/14,19:39,10.24,3.315,1754,0.73,78,1.37
3/12/14,19:41,10.33,3.306,1749,1.34,79,0.74
3/12/14,19:42,10.18,3.297,1745,1.72,93,1.24
3/12/14,19:44,10.15,3.292,1742,0.75,85,1.25
3/12/14,19:45,9.58,3.29,1741,0.49,88,1.27
3/12/14,19:47,10.48,3.283,1737,0.38,81,0.52
3/12/14,19:48,9.53,3.275,1733,1.01,95,1.08
3/12/14,19:49,9.61,3.267,1729,0.04,75,1.96
3/12/14,19:51,9.73,3.258,1724,1.87,97,1.81
3/12/14,19:52,10.3,3.255,1722,1.19,79,1.94
3/12/14,19:54,10.09,3.246,1718,0.77,78,1.37
3/12/14,19:55,10.39,3.244,1717,0.38,85,1.96
3/12/14,19:57,9.93,3.24,1715,1.86,85,0.77
3/12/14,19:58,9.56,3.236,1713,1.57,82,1.36
3/12/14,20:00,10.12,3.232,1710,0.28,89,1.88
3/12/14,20:01,10.44,3.228,1708,0.86,98,1.89
3/12/14,20:02,9.66,3.222,1705,0.4,83,0.76
3/12/14,20:04,10.49,3.211,1699,1.89,85,1.78
3/12/14,20:05,9.58,3.209,1698,0.09,82,1.37
3/12/14,20:07,10.12,3.205,1696,1.37,82,0.62
3/12/14,20:08,9.53,3.196,1691,1.83,92,1.59
3/12/14,20:10,9.88,3.189,1688,0.23,94,1.5
3/12/14,20:11,9.81,3.187,1687,1.78,99,0.95
3/12/14,20:13,10.15,3.174,1680,0.44,78,0.57
3/12/14,20:14,10.38,3.169,1677,1.35,77,1.29
3/12/14,20:15,9.6,3.162,1673,1.17,76,0.92
3/12/14,20:17,10.39,3.153,1669,1.55,78,0.63
3/12/14,20:18,10.35,3.149,1666,1.99,94,0.59
3/12/14,20:20,9.61,3.147,1665,1.99,87,1.51
3/12/14,20:21,10.3,3.144,1664,1.59,98,1.15
3/12/14,20:23,9.52,3.132,1657,1.31,77,1.08
3/12/14,20:24,9.6,3.129,1656,1.28,82,1.83
3/12/14,20:25,10.41,3.127,1655,0.63,83,1.41
3/12/14,20:27,9.8,3.115,1648,1.02,83,1.12
3/12/14,20:28,9.68,3.113,1647,1.5,81,0.67
3/12/14,20:30,10.04,3.101,1641,1.4,94,1.74
3/12/14,20:31,9.63,3.094,1638,1.56,78,1.87
3/12/14,20:33,9.96,3.092,1636,1.15,82,0.89
3/12/14,20:34,10.13,3.084,1632,1.98,75,0.58
3/12/14,20:36,9.94,3.081,1630,1.3,76,0.97
3/12/14,20:37,10.16,3.079,1629,1.73,77,0.89
3/12/14,20:38,10.46,3.071,1625,1.46,80,1.24
3/12/14,20:40,9.99,3.057,1618,1.96,86,1.4
3/12/14,20:41,9.96,3.053,1616,1.67,98,0.53
3/12/14,20:43,10.33,3.051,1614,0.28,76,0.96
3/12/14,20:44,10.1,3.046,1612,0.57,98,1.75
3/12/14,20:46,9.8,3.04,1609,0.55,76,1.29
3/12/14,20:47,10.44,3.035,1606,1.84,99,1.38
3/12/14,20:49,9.72,3.028,1602,0.38,79,1.05
3/12/14,20:50,10,3.018,1597,0.4,79,1.41
3/12/14,20:51,10.34,3.005,1590,1.54,93,1.45
3/12/14,20:53,10.13,3.003,1589,1.32,88,1.66
3/12/14,20:54,9.85,2.997,1586,1.5,81,0.98
3/12/14,20:56,10.24,2.987,1581,1.83,79,0.64
3/12/14,20:57,10.25,2.976,1575,0.73,79,0.95
3/12/14,20:59,10.19,2.972,1573,0.98,90,1.61
3/12/14,21:00,10,2.969,1571,0.85,91,1.37
3/12/14,21:01,9.79,2.964,1569,1.02,96,1.68
3/12/14,21:03,9.51,2.954,1563,1.72,95,1.05
3/12/14,21:04,9.84,2.949,1560,1.32,99,1.65
3/12/14,21:06,10.27,2.946,1559,1.72,100,0.69
3/12/14,21:07,10.35,2.934,1553,0.07,78,1.17
3/12/14,21:09,10.32,2.932,1552,0.11,96,1.42
3/12/14,21:10,9.84,2.925,1548,1.23,89,1.5
3/12/14,21:12,10.32,2.918,1544,0.39,80,0.52
3/12/14,21:13,9.94,2.911,1540,1.86,97,0.87
3/12/14,21:14,9.85,2.898,1534,0.13,88,1.58
3/12/14,21:16,10.29,2.893,1531,1.73,87,1.54
3/12/14,21:17,9.95,2.89,1529,0.79,86,0.52
3/12/14,21:19,9.6,2.882,1525,1.73,90,1.1
3/12/14,21:20,10.39,2.877,1522,0.4,84,1.12
3/12/14,21:22,10.09,2.864,1516,1.04,92,1.58
3/12/14,21:23,9.72,2.857,1512,1.91,75,1.93
3/12/14,21:25,10.12,2.854,1510,0.05,93,1.15
3/12/14,21:26,10.24,2.848,1507,1.49,80,0.7
3/12/14,21:27,9.66,2.846,1506,0.93,77,0.58
3/12/14,21:29,10.26,2.842,1504,1.57,80,1.09
3/12/14,21:30,9.56,2.84,1503,1.65,94,1.03
3/12/14,21:32,9.78,2.836,1501,1.5,82,0.93
3/12/14,21:33,9.69,2.832,1499,1.81,85,1.63
3/12/14,21:35,9.89,2.83,1497,1.06,89,1.47
3/12/14,21:36,10.04,2.826,1495,0,98,1.14
3/12/14,21:37,9.7,2.819,1492,1.9,99,1.49
3/12/14,21:39,10.26,2.811,1488,0.63,84,0.74
3/12/14,21:40,9.6,2.806,1485,0.14,87,0.94
3/12/14,21:42,9.92,2.8,1482,0.33,95,0.59
3/12/14,21:43,10.1,2.797,1480,1.66,80,0.54
3/12/14,21:45,10.43,2.793,1478,1.61,95,0.64
3/12/14,21:46,10.42,2.783,1473,0.89,88,1.09
3/12/14,21:48,9.9,2.781,1472,0.66,91,1.26
3/12/14,21:49,10.29,2.776,1469,1.23,97,0.91
3/12/14,21:50,9.93,2.774,1468,1.46,78,0.94
3/12/14,21:52,10.03,2.769,1466,1.48,88,1.06
3/12/14,21:53,10.22,2.765,1463,1.99,75,0.62
3/12/14,21:55,10.06,2.757,1459,0,93,1.2
3/12/14,21:56,9.55,2.753,1457,0.8,90,1.18
3/12/14,21:58,10.14,2.748,1454,0.96,76,0.52
3/12/14,21:59,9.73,2.745,1452,0.65,89,1.05
3/12/14,22:01,9.98,2.735,1447,1.58,82,1.5
3/12/14,22:02,9.77,2.732,1446,1.48,95,1.94
3/12/14,22:03,10.06,2.726,1443,1.55,77,1.86
3/12/14,22:05,9.87,2.723,1441,1.31,76,1.04
3/12/14,22:06,9.61,2.715,1437,1.78,92,1.37
3/12/14,22:08,10.44,2.702,1430,1.04,87,1
3/12/14,22:09,9.6,2.699,1428,0.76,81,1.83
